word,sentence,wakati
どんどん,"ば す たぶ の 中 でし ゃわ ー を 浴びる の です が 排水 が さ れ ず 、 どんどん お湯 が 溜まっ て き て しまい まし た ', 
",1
どんどん,"よく よく 聞い て みる と どんどん 音 が 響い て うるさい と ・ ・ ・ ', 
",1
どんどん,"が ！ 客室 にて 上 階 の 音 か 遅い 時間 まで どんどん 響き 乳児 が 落ち着い て なかなか 寝付け なかっ た です ', 
",1
どんどん,"立地 は 駅 から も いろんな 施設 から も 近い ので 良かっ た の です が 、 隣 の 部屋 の 子供 たち が 暴れ て い て 、 寝 て いる 時 に 壁 を どんどん する ので 、 べ っ ど に 振動 が 伝わっ て き て 不愉快 でし た ', 
",1
どんどん,"て ぃっしゅぺ ー ぱ ー のけ ー す も 汚れ て おり 、 気 に なり だす と どんどん 気 に なっ て 落ち着か ない 滞在 でし た 、 残念 です が ', 
",1
どんどん,"し ぇふが 目 の 前 で お むれ つ を 焼い て くれる が 、 焼い た お むれ つ が どんどん と 山積み さ れ 、 目 の 前 で 焼い て いる の に 食べる とき に は 温か さ を 感じ られ ない ', 
",1
どんどん,"部屋 は 壁 が 薄い ！ 上 の 人 が なに を し てる の か 、 どんどん と 壁 を 叩く よう な 音 が ２ １ 時半 に ち ぇっくいんしてから １ 時間 続き 部屋 替え を お願い しよ う か 迷っ た ほど ', 
",1
どんどん,"【 宿泊 日 と 防音 】 毎年 大晦日 から 元旦 に ほてる や 旅館 に 宿泊 する の です が 、 ここ は 道路 の 反対 側 に 幕張 めっせ が 在っ て 、 COUNT 
",0
どんどん,"DOWN 
",0
どんどん,"JAPAN 
",0
どんどん,"のこ ん さ ー と が 元旦 の 5 : 00 AM まで 続い た ため 、 べ ー す 、 ば す どら む の 音 が どんどん 鳴り響い て 、 酔っ て 寝 て いる 間 は 分から なかっ た です が 、 酔い が 醒め たら 、 余り 寝 れ ませ ん でし た ので 、 空港 近く の ほてる と 違っ て 防音 が 十分 で ない と 思え ます ', 
",1
どんどん,"360 号 の 部屋 の お 風呂 の 排水 が かなり 悪く 、 しゃ わ ー を 使っ て いる と 足元 に どんどん 溜まっ て しまう ', 
",1
どんどん,"建物 は 新しく て 綺麗 で 、 駅 から 近く 、 駐車 場 も あり 、 第 一 印象 は 良かっ た の です が 、 どんどん がっかり が 増え て いく ', 
",1
どんどん,"そこ に 時間 前 に 訪れ た 他 の 客 を どんどん ち ぇっくいんさせているではないか ！ 物凄い 差別 を 受け まし た ', 
",1
どんどん,"改善 する 点 は どんどん 改善 し て 、 もっと 良い ほてる に なっ て 欲しい と 願っ て おり ます ', 
",1
どんどん,"また 、 扉 が 薄く 、 向かい の 部屋 の 扉 を どんどん 叩く 音 が 夜中 に 聞こえ て 起き て しまい まし た ', 
",1
どんどん,"特に 空調 が 個別 空調 で は なく 、 ＯＦＦ か 強弱 しか ない の です が 、 初雪 を 観測 する よう な 気温 に も 関わら ず 、 ＯＦＦ に し て も どんどん 暑く なり 窓 を 開け なけれ ば 居 られ ない よう な 状況 でし た ', 
",1
どんどん,"排水 も とても 悪く 、 しゃ わ ー を 浴び て いる と どんどん 排水 さ れる べき 湯 が ば す たぶ に たまっ て いく ', 
",1
どんどん,"しゃ わ ー を 浴び て いる と 、 お湯 が どんどん 溜まっ て いき ます ', 
",1
どんどん,"また 朝食 の 品数 が どんどん 減っ てる 様 に 感じ まし た ', 
",1
どんどん,"ふろ ん と の 方 の 対応 は とても 良く 、 お 部屋 も 清潔 でし た が 、 お 風呂 の 水 が うまく 排水 さ れ ず 、 しゃ わ ー を 浴び て いる と どんどん 水 が たまっ て き て 、 気持ち の 悪い 思い を し まし た ', 
",1
どんどん,"お 風呂 の 排水 溝 の 水はけ が 悪く 、 しゃ わ ー を 浴び て いる と 足元 に どんどん 水 が 溜まっ て しまっ て 流れ ず 、 とても 不快 でし た ', 
",1
どんどん,"後 から 来 た 人 は どんどん 先 に たくし ー 乗っ て いく のに ・ ・ ・ ', 
",1
どんどん,"それ と 上下 階 隣室 特定 出来 ませ ん でし た が 周囲 の 部屋 が とにかく うるさい ！ ！ 日 中 なら ともかく 真夜中 ～ 早朝 に どんどん ばたばた さ れ て 今回 は 最悪 な 滞在 でし た ', 
",1
どんどん,"ち ぇっくあうと 前 に ど あ を どんどん さ れる ', 
",1
どんどん,"APA ほてる は 全国 に どんどん 出店 し て い ます が 、 てれ び CM に 見 られる よう な さ ー びす 面 など 中身 を しっかり し ない と 、 いづれ 大変 な こと （ 経営 的 破たん か 惨事 を 発生 さ せる か ） に なる と 感じ ます ', 
",1
どんどん,"お 風呂 の 湯船 は しゃ わ ー 浴び てる と どんどん 溜まっ て いく ', 
",1
どんどん,"\ u 3000 料金 は 魅力 的 です が 、 しばらく 来 ない うち に どんどん 悪く なっ て いる よう に 感じる の です が 、 気 の せい でしょ う か ・ ・ ・ ', 
",1
どんどん,"また 、 浴室 の 排水 が 詰まっ て いる の か 、 しゃ わ ー を 浴び だし たら 足元 に お湯 が どんどん たまっ て き て 、 ゆっくり しゃ わ ー どころ で は なかっ た です ', 
",1
どんどん,"5 （ 設備 ） 
",0
どんどん,"しゃ わ ー を 使っ て いる と 、 足元 に どんどん お湯 が 溜まっ て 行き 、 なかなか 排水 さ れ ませ ん ', 
",1
どんどん,"お 風呂 に 入る と 、 水 の 流れ が 悪く 足元 に どんどん 溜まっ て 行き まし た ', 
",1
どんどん,"何 度 か 利用 さ せ て いただい て い ます が 、 宿泊 の 度 に 設備 の とら ぶる が どんどん 増え て おり 非常 に 残念 です ', 
",1
どんどん,"お 風呂 の 浴槽 は 水捌け が 悪く し ゃんぷ ー を 流す と それ が どんどん 足元 に 溜まる ので 気持ち 悪い です ', 
",1
どんどん,"あ ぱ を 初めて 利用 し 、 社長 など が てれ びで 清掃 が 行き届い て いる こと を あ ぴ ー る し て い て 期待 し て い た が 、 と いれ の 便座 の 上 、 べ っ どの 上 に 、 毛 が あり 、 まず がっかり 、 １ １ 時 ち ぇっくあうとを 謳っ て いる が 、 ８ 時 前 から 、 隣 の 部屋 を のっ く する 音 が 聞こえ た か と 思え ば 、 従業 員 が 喋り 出し 、 次 は 掃除 機 で 壁 を どんどん 、 全く ゆっくり 眠れ ず 、 ふろ ん と に くれ ー む を 言っ た が 笑っ て 対応 ', 
",1
どんどん,"結構 、 他 の 部屋 から どんどん と 音 が 響い て い た 
",1
にやにや,"」 と 言っ た ところ 、 「 いら ない ん です か ？ 」 と にやにや ', 
",1
にやにや,"受付 の 際 も 、 ち ぇっくいん 時間 前 だ から と にやにや し ながら 会員 登録 を 進め られ 、 上 から 目線 の 様 に 感じ て とても 不愉快 でし た ', 
",1
にやにや,"ふろ ん と で すみません と 言う が 、 にやにや し て 真剣 味 が ない ', 
",1
にやにや,"仕方 が なく 、 ふろ ん と へ 電話 し て が うん を お 部屋 に 持っ て き て 頂き まし た が 、 謝り 方 に は 申し訳 な さ も 感じ られ ず … 笑顔 と 言う か 、 にやにや 丸出し で 、 不愉快 でし た ', 
",1
にやにや,"腹 は 立ち まし た が 、 とにかく 急い で い た ので なんとか 開け て もらう と 、 部屋 を 見渡し て また にやにや する その 男性 
",1
べたべた,"無料 さ ー びすとは 言え 、 白米 が べたべた し て い たり 品数 が 少なかっ たり 、 野菜 類 中心 の 朝食 が 残念 でし た ', 
",1
べたべた,"新しい から きれい だ と 思っ た のに 、 部屋 は 髪の毛 が たくさん 落ち て い て 、 て ー ぶる は べたべた 、 足 ふき まっ とも 無し 、 ふろ ん と に 電話 し たら 掃除 に うかがう と の こと ', 
",1
べたべた,"ふろ ん と の 対応 が まず 最悪 で し たち ぇっくいんより 少し 早く 到着 し た ところ 次 の 予定 が ある ので 『 この 周辺 で 美容 室 は あり ませ ん か ?』 と 聞く と なに も 見 ず 調べ ず に 『 ちょっと わかり ませ ん ね ～ あちら に ある ぱそこん で 調べ て ください 』 と 言わ れ た 
",0
べたべた,"つまり せる ふさ ー びす 『 東横 の か ー ど に 入会 すれ ば 1 時間 早く ち ぇっくいんできますがお 客 様 は 楽天 で 予約 さ れ て ます から 四 時 か らち ぇっくいんですね ～ どう し ます か ー ど はいり ます か ?』 と … 荷物 も 預かろ う の 言葉 も ない ので 一応 か ー ど 作り まし た けど なんだか 化粧 品 の 押し売り みたい でし た 、 その 後ろ び ー の ぱそこん も 触っ て み まし たら き ー ぼ ー ども べたべた ！ よく 日 の 朝食 も 内容 より も て ー ぶる 配置 が 悪い ← あれ だ と 数 名 の ぐる ー ぷ に 占拠 さ れ た まま に なり ます ', 
",1
べたべた,"２ ． 朝食 について 、 朝 一 番 に 利用 し た に も かかわら ず 、 朝食 す ぺ ー す の て ー ぶる と いす が べたべた でし た ', 
",1
べたべた,"立地 は 良く 、 朝食 も それなり だっ た と 思い ます が 、 部屋 の か ー ぺっとがべたべたして 素足 で は 歩け ませ ん でし た ', 
",0
べたべた,"室内 の 絨毯 が べたべた し て い て 、 裸足 で 歩く と 足 に 変 な もの が つく ', 
",1
べたべた,"部屋 の 景色 は 最高 でし た が 、 肝心 の 窓 に 指紋 が べたべた と 残っ て い て 嫌 な 気持ち に なり まし た ', 
",1
べたべた,"雪 が べたべた な ため ほてる から 第 4 り ふと に 乗る まで の 体力 の 消耗 が 著しい ', 
",1
べたべた,"ば す たおる など は 気持ち良く 使え た の です が 、 一番 小さな たおる の 糊付け ？ が ひどく 手 を 拭く と べたべた し て しまい まし た ', 
",1
べたべた,"あ ぱほてるの 中 で も はじめて の 利用 お ー し ゃんびゅ ー という こと で 何 ゕ 月 も 前 から 予約 し て 楽しみ に 行っ たけれ でも 部屋 に 入っ た 瞬間 に がっかり ！ 安い ぷらんなので 仕方 が ない の かも しれ ない けど 低層 階 で 海 も 見え ず 階下 に は 空調 関係 の 室外 機 が 眼下 に 見える 部屋 浴室 と と いれ は 前 の 人 の 毛 が 目立つ ほど 落ち て おり か ー ぺっとにもごみが ・ ・ ・ 連 泊 だっ た ので 翌日 ふろ ん と に 掃除 し て くれる か 聞き に 行く と 理由 を 聞く 前 に 逆 に え この ため 掃除 なし が ある こと を 勧め られ びっくり 初日 の 朝食 は ４ ９ 階 で はじめて の お ー し ゃんびゅ ー だっ た けど ご飯 が 水 の 計り 間違え な の か べたべた の 団子 で 食べ れ ない 大きい 施設 な ので 人手 が 足り ない の だろ う が 部屋 の 前 の 通路 も ごみ だら けだし えれ べ ー た ー の ど あ も ４ 角 に ほこり が べったり た と ぅ ー を 入れ てる 人 が いる の を 見 ながら 掃除 に 来 て いる 従業 員 も 知らん顔 する なら た と ぅ ー 禁止 の 掲示 は なん の ため ？ いくつ も の あ ぱほてるを 利用 し た なか で 楽しみ に し て い た だけ に がっかり し た 施設 でし た 他 の 口こみ を 見る と 都合 の 悪い 口こみ に は 返答 が ない 事 が 多い の も 後 から 気 に なっ た ところ ', 
",1
べたべた,"折角 の 立地 とろけ ー しょ ん … 最初 に 通さ れ た 部屋 は 予約 の ぷらんと 違い 、 ふろ ん と に 申し出 て 部屋 を 交換 し て 頂き まし た が 、 次に 通さ れ た 部屋 は 生活 感 の ある 強い 異臭 に 加え 、 壁紙 の しみ や 剥がれ 、 そして 埃 や べたべた 汚れ に 加え 破損 箇所 の 放置 … 正直 な 意見 、 同じ 予算 で この 界隈 へ お 泊り の ご 予定 が ある の でし た なら 、 他 の ほてる を お 勧め 致し ます ね 因みに 私 は ＡＰ Ａ 会員 です が 、 これ を 機会 に ＡＰ Ａ の 利用 を 見合わせよ う と 思い ます ', 
",1
べたべた,"ど あ のぶ の 所 が べたべた し て い た の も 気 に なり まし た ', 
",1
べたべた,"が 、 たまたま べ っ ど を 少し 動かし たら 、 陰 に なっ て い た 所 が 半端 ない ほこり が … また 、 どら いやー の 持つ 所 が べたべた し て まし た ', 
",1
べたべた,"部屋 に ある ま ぐかっぷを 使用 と 思い 手 で 触っ たら 「 べたべた 」 し た ので 、 別 なかっ ぷ を 取っ たら こ ー ひ ー の しみ が 付い た まま でし た ', 
",1
べたべた,"例えば 、 ご飯 は べたべた 、 ぼ いる し たべ ー こん ・ そ ー せ ー じ は 、 お湯 に 使っ た まま で 塩 抜き 状態 、 納豆 は ぱっくが 小さく 手 が べたべた 、 味噌汁 の わかめ の 質 は 最低 らん く 等 、 あげ たら きり が あり ませ ん ', 
",1
べたべた,"例えば 、 ご飯 は べたべた 、 ぼ いる し たべ ー こん ・ そ ー せ ー じ は 、 お湯 に 使っ た まま で 塩 抜き 状態 、 納豆 は ぱっくが 小さく 手 が べたべた 、 味噌汁 の わかめ の 質 は 最低 らん く 等 、 あげ たら きり が あり ませ ん ', 
",1
べたべた,"びじねすで 仲間 と 長期 に 利用 し まし た が 、 こ いんらん どり ー が 、 なんと 、 一つ だけ しか なく 、 沖縄 の 暑 さ で べたべた に なっ た 服 を 洗濯 する の に ほてる 全 室 で 一つ の こ いんらん どり ー は 争奪 戦 ', 
",1
べたべた,"いたる 所 に 埃 が 積もり 、 どれ っ さ ー の 天 板 に は 無数 の 指紋 が べたべた とつい た まま で 、 拭い た 形跡 はぜろ ', 
",1
べたべた,"す りっぱ は 中 敷 が 付い て い まし た が す りっぱ 自体 は べたべた でし た ', 
",1
べたべた,"喫煙 の 部屋 だっ た ので 仕方 ない かも しれ ませ ん が べ っと の 棚 や 机 の 上 が べたべた し て い たり え あこ ん など も 埃 まみれ で 居酒屋 の よう な 臭い で 眠れ ませ ん でし た ', 
",1
べたべた,"禁 煙る ー む が 取れ なかっ た ので 覚悟 は し て い まし た が 、 壁紙 は めくれ たり しみ だらけ 、 や に で べたべた 、 たおる まで も 煙草 の におい が ぷんぷん し て い て 使え ませ ん でし た ', 
",1
べたべた,"また 、 便座 に 座る と べたべた しし て おり 気持ち 悪かっ た です ', 
",1
べたべた,"あめ にて ぃのすりっぱの 袋 に 、 しろ っ ぷ ？ の よう な 透明 の べたべた し た もの が つい て い て 、 気づか ず に 触っ て しまい まし た ', 
",1
べたべた,"湯呑み が 乗っ た とれ ー は 汚れ で べたべた し て い て 、 湯呑み は 洗っ て から 使い まし た ', 
",1
べたべた,"洗面 台 の 水量 調整 が 効か ず 、 弱く する と 自然 に 止まっ て しまう ので 、 MAX の 状態 でし ゃわ ー を 浴び まし た が 、 強 すぎ て か ー てん を 閉め て も 浴槽 から はみ出し と いれ 床 面 が べたべた に なっ て しまっ た ', 
",1
べたべた,"で すく の 上 も 
",0
べたべた,"何 か べたべた し た もの が 付い て いる し 、 ぶっく すたん ども 
",1
べたべた,"ほこり だらけ です ', 
",0
べたべた,"（ 洗面 台 が べたべた に なっ て 服 まで 濡れ た ', 
",1
べたべた,"その 日 は 暑い 日 だっ た ため 風呂 上り に は いつ まで も 汗 が 引か ず せっかく の 着替え も 汗 で べたべた 、 寝付け ず 、 寝苦しく て 睡眠 不足 と 散々 でし た ', 
",1
べたべた,"浴槽 べたべた ', 
",1
べたべた,"浴室 は よく 見る と あちこち に 黒 かび が ！ 備え付け の し ゃんぷ ー のぼ とる は 前 に 泊まっ た 方 が 垂らし た 液体 で べたべた で 触る の も 気持ち 悪い 位 でし た ', 
",1
べたべた,"窓 に は 前 に 宿泊 し た で あろ う 子供 の 手跡 が べたべた つい て いる ', 
",1
べたべた,"お 風呂 も 使用 する と 湿気 が 全く と れ ず 、 次 の 朝 に なっ て も 壁 は 水滴 で べたべた です ', 
",1
べたべた,"排水 を 掃除 し て い ない ため か 、 長く 溜まっ た 髪の毛 や 排水 泥 が お 風呂 を 流し た 瞬間 、 一気に 水 が あふれ ゆ にっと に き て 敷い て あっ た と いれ まっ と が あか で 黒く なり べたべた に なっ た ', 
",1
べたべた,"15 時 ち ぇっくいん 部屋 の ある 6 階 で えれ べ ー た ー から 降りる と 今まで 何処 の ほてる で も 見 た 事 が 無い よう なし ー つや ら が 何やら 狭い 廊下 が ごった返し 、 口こみ を 見 て い た ので 改善 さ れ て いる か と 思っ た のに 、 部屋 で は 姑 の 様 に 確認 ！ お 風呂 とべ っ ど は OK 、 窓 は 口こみ に あっ た よう に か ー てん が 開け られ ない 程 の 埃 べ っ ど と 窓 の 間 も 凄い 埃 掃除 機 かけ て ください ！ … て ー ぶる も 拭い て なく て べたべた でし た ！ いくら 喫煙 の 部屋 で も 穴 の 空い た いす は 取り替え て 下さい 
",1
ぼんぼん,"また 隣室 の てれ び の 設置 の 仕方 の 為 か ？ 低 周波 の ぼんぼん という 音 が 壁 に 伝わっ て こちら まで 響い て き て 、 早く 寝 たい のに 夜中 の 1 時 過ぎ まで 眠れ ませ ん でし た 
",1
もたもた,"ふろ ん と の 人 の 駐車 方法 の 説明 が 足り ない ので 、 お客 は 皆 駐車 時 に もたもた する ', 
",1
もたもた,"ふろ ん と 、 もたもた ', 
",1
もたもた,"受付 の 対応 として 、 人員 ２ 人 い て 前 の お客 が もたもた し て て も 、 もう 一 人 が 対応 し ない ', 
",1
もたもた,"年度 末 に 利用 し まし た ． 駅 ， こん びにも 近く ， 立地 は そこそこ ． ただし ， もう 二度と 使わ ない ． ほてる に 到着 し た が ， ふろ ん と に 一 人 しか おら ず ， だいぶ 待たさ れる ． 待たさ れ て いる 客 が いる の に ふろ ん と の 対応 もたもた ． その後 もう 一 人 やってき て 15 : 40 に やっ とち ぇっくいん ． 16 : 00 から 部屋 に 入れる と の こと で 20 分 待たさ れる ． その 20 分 に 意味 が ある と は 思え ない が ， ろ び ー で 待つ ． その間 ふろ ん と で は 二 人 の 女性 すたっ ふ が 世間 話 を し まくり ， かなり 感じ 悪い ． 16 : 00 に 部屋 に 入る ． 部屋 は 普通 の びじねすほてる ． ただし ， 廊下 や 隣室 から の 音 が よく 聞こえる ． えれ べ ー た ー 前 の 部屋 だっ た ので ， 夜 や 朝 は かなり うるさい ． 翌朝 ， べ っ どの 下 を ふと 見 た ところ ， 前 客 の もの と 思わ れる 段 ぼ ー る が ． ． ． びびり つつ その だ ん ぼ ー る を 押し て み たら ， いやぁ ～ な 重み ． ． ． 恐ろしく て 中身 は 見 て ませ ん ． そんな もの の 上 で 一 晩 寝 て い た の か と 思う と かなり ぶる ー ． 速攻 で 身 づく ろ いし て ， 外 に 出 て えれ べ ー た ー を 待っ て い たら ， 各階 停車 で 全然 来 ない ． やっと 来 たら 超 満員 ． 一応 乗れ た が ， その後 の 階 の 人 は 全然 乗れ ず ． ． その後 も 各階 停車 で その 度 に 「 すみません 乗れ ませ ん 」 と 謝り ， やっと 1 階 に 到着 ． ち ぇっくあうとしようとしたらそこでも 長蛇 の 列 ． ． ． もう 嫌 です ． ふと ， ろ び ー の 朝食 こ ー なー を みる と ， そこ でも 超 満員 ． ． ． これ が 東横 いん く おり て ぃ ー か ？ 絶対 に 利用 し ませ ん ． ', 
",1
もたもた,"女性 の 、 それ も 少 人数 の すたっ ふ で 運営 さ れ て いる ので 仕方 ない 面 も ある と 思い ます が 、 ふろ ん と は 忙しい 時間 でも ２ 人 のみ で ち ぇっくいんに 手間取っ た し 、 ふろ ん と の 動き も もたもた し て い て ぎこち なかっ た と 思い ます ', 
",1
もたもた,"ち ぇっくいんがもたもたして 、 間 の 取り 方 も い らっする 感じ で 間抜け でし た ', 
",0
もたもた,"ち ぇっくいんも 相変わらず もたもた し て い ます ', 
",1
もたもた,"もたもた し て いる と えれ べ ー た ー の ど あの 挟まり ます ', 
",1
もたもた,"手続き で もたもた し て 遅く なっ て も 、 一言 が 無い × \ u 3000 先輩 方 の ほろ ー が 無い の ね ', 
",1
もたもた,"もたもた し て い た のに 申し訳 な さ そう で すら なかっ た ', 
",1
もたもた,"ふろ ん と 、 もたもた し て て 急い で いる の に 下手 すぎる ', 
",1
もたもた,"ち ぇっくいんの 際 の 男性 すたっ ふ の もたもた し た 感じ 
",1
かさかさ,"話 声 は もちろん び に ー る 袋 の かさかさ 音 まで 聞こえ ます ', 
",1
かさかさ,"かさかさ の ぱん ', 
",1
かさかさ,"資生堂 で 強かっ た 様 で かさかさ に なり まし た 
",1
がーがー,"ぺちゃくちゃ と 隣 の しん ぐる から 話し声 が 大きく 聞こえ て くる か と 思う と 、 今度 は が ー が ー と いびき が 聞こえ て き ます 
",0
こそこそ,"従業 員 の 方 の 対応 が いい だけ に 、 こそこそ と こす と だ うん を はかる 本部 の 姿勢 が 残念 ', 
",1
こそこそ,"翌朝 、 朝食 で は 、 ふろ ん と に い た 女性 二 人 が お客様 を 見 て こそこそ 話し し た あと 大笑い し て い まし た ', 
",1
こそこそ,"\ u 3000 しか ー し 、 食事 で 髪 の 長い 男性 が 来る と 、 食堂 の おば ちゃん 達 が こそこそ 噂 話し て い て 嫌 な 感じ でし た ( x _ x )\ u 3000 夜 も 静か に 眠れ ず 、 車 の 音 や がたがた 外 で やっ て いる 音 が し て い て よく 眠れ ませ ん でし た (*_*)', 
",1
こそこそ,"おまけ に 運転 手 に 嫌味 を 言わ れ 、 係り の 添乗 員 に は 横目 で 見 られ 運転 手 と こそこそ 愚痴 を 言わ れ 、 せっかく の 楽しい 旅行 が 散々 でし た ', 
",1
こそこそ,"男性 3 人 は 目 が 合っ て いる の に かかわら ず 挨拶 も なく こそこそ しゃべり 続け て い まし た ', 
",1
こそこそ,"ん ー 何故 かち ぇっくいんのときにすたっふ 同士 が 私 ので ー た ？ 見 ながら こそこそ し て て 最悪 に 嫌 な 感じ でし た 
",1
おちおち,"帰り に えれ べ ー た ー で 他 の 階 に 止まっ た 際 も 同様 の あらー む 音 が 鳴り響い て いる ふろ あ が あり 、 おちおち 寝 て い られ ませ ん ', 
",1
おちおち,"新人 を ふろ ん と に 置く 時 は 、 対応 が 終わる まで 誰 か 横 について い ない と だめ ！ おちおち 質問 も 出来 ない ', 
",1
おちおち,"これ で は おちおち 個人 情報 を 提供 する こと は ここ に対して は でき ない 
",1
ぺらぺら,"で 、 部屋 の 入り口 の ど あ が ぺらぺら ', 
",1
ぺらぺら,"預け た 時 は 荷物 を 奥 の 部屋 に 持っ て いき まし た が 、 荷物 を 取り に 行く と 、 大勢 の 人達 が ごった返す ふろ あに 預け た 荷物 が 放置 さ れ て い まし た ！ びっくり し まし た ！ 盗ま れ て も おかしく ない 状況 でし た ！ 有り得 ない です ！ それから 、 ば す たおる も ぺらぺら の 寝 着 も 、 おやじ 臭 が すごく て とても 使う 気 に なれ ませ ん でし た ', 
",1
ぺらぺら,"部屋 は 想像 以上 に 狭く 、 さらに べ っと が 小さく 布団 が ぺらぺら だっ た ので 、 掛け布団 を 2 枚 重ね て も 寒かっ た ', 
",1
ぺらぺら,"ふと ん が ぺらぺら で 暖房 を つけ て い て も 寒かっ た です ', 
",1
ぺらぺら,"今回 \ u 3000 この ほてる を 利用 し た の は 駐車 場 付き で ある という の が 大きい \ u 3000 立地 的 に 問題 は ない が \ u 3000 まだ 新しい ほてる な はず な のに \ u 3000 と いれ が 汚い 3 連 泊 中 \ u 30001 日 目 あまり に も \ u 3000 気 に なる ので やり直し を お願い し た が \ u 3000 全く 改善 さ れ て い なかっ た 言っ て も 無駄 と 判断 し た ため \ u 3000 以降 は 言う の は 止め た 私 の 中 で と いれ が 汚い の は 致命 的 ・ ・ （ 3 人 で 3 日間 \ u 30003 部屋 利用 し た が \ u 30003 部屋 とも 同じ 状態 ） れ で ぃ ー す ぷらん \ u 30001 泊 6800 円 \ u 3000 女性 に は 嬉しい あめ にて ぃと 書い て ある が \ u 3000 部屋 に あっ た の は \ u 3000 ふ ぇいすますく 1 枚 と ぺらぺら の へ あ ばん ど せっ と ( 1 日 目 のみ ）\ u 3000 浴室 洗面 台 において ある の は こっ ぷと 歯 ぶら し だけ ・ ・ (+_+) 要するに 通常 の 部屋 設置 の あめ にて ぃというのは \ u 3000 歯 ぶら し のみ という こと らしい ふろ ん と にくし と 剃刀 は おい て ある が \ u 3000 部屋 着 ？ 寝巻 ？ という もの も 部屋 に は なく \ u 3000 ろ び ー 設置 のろっ か ー から 自分 で 持っ て いく ・ ・ \ u 3000 これ って \ u 3000 ほてる の さ ー びすなのかな ？ 早朝 出発 6 時 頃 だっ た が \ u 3000 寝ぼけ た 顔 の ふろ ん と まんが 椅子 に 座っ て い て \ u 3000 おはよう ござい ます の 挨拶 も なし \ u 3000 やる気 の 無 さ が 見 て わかる ・ ・ ふろ ん と ＝ ほてる の 顔 \ u 3000 こんな ほてる 初めて だ よ ！ と いれ の 写真 添付 し まし た が \ u 3000 こん とら す と が うまく 見れる と いい の です が （ 写真 内容 は \ u 3000 と いれ 便器 の 淵 から 茶色 の 筋 が 何 本 も 出 て いる ） ', 
",1
ぺらぺら,"しん ぐる の お 部屋 は 思っ て い た より 広かっ た です が 、 窓 を 開けれ ば 隣 の 壁 で 陽 が 当たる はず も なく 、 布団 は ぺらぺら で 寒く て 居心地 は よく なかっ た です ', 
",1
ぺらぺら,"しかも べ っ どの 掛布団 が ぺらぺら で 、 寒く て 寝 られ ない ', 
",1
ぺらぺら,"ふろ ん とも 客 が いる のに ぺらぺら し ゃべっていてまる 聞こえ ', 
",1
ぺらぺら,"布団 も ぺらぺら なので 冬 は 考え た 方 が 良い と 思い ます ', 
",1
ぺらぺら,"泊まっ た 日 が 寒かっ た ので 、 毛布 を 借りる と 、 ぺらぺら な 薄 さ で 布団 も 薄く 案の定 翌日 風邪 を ひき まし た ', 
",1
ぺらぺら,"備え 置き の 寝具 は ぺらぺら の 薄い もの でし た ', 
",1
ぺらぺら,"家族 で の 楽しみ に し て い た 朝食 の 際 に 、 隣 の て ー ぶる に 座っ て い た 四 人 のせ れ ぶ な 婦人 達 が 食事 を 終え て いる に も 関わら ず 、 長時間 ぺらぺら 自慢 話 や 他人 の 批判 する はなし を 大きな 声 で ひっきりなしに 喋り 続け て い まし た ', 
",1
ぺらぺら,"\ u 3000 お 布団 が ぺらぺら で \ u 3000 べ っ ども 安定 が 悪かっ た です ', 
",1
ぺらぺら,"本当に WiFi 使える 環境 だっ た の でしょ う か ？② 設備 が 古い の は 仕方 ない として も 「 風力 の 弱い かなり 年代 物 の どら いやー 」 や 「 手洗い 感 満載 の ぺらぺら の たおる 類 」 は 日本 を 代表 する お ー くら ほてる として は 、 いかが な もの か と 感じ まし た ', 
",1
ぺらぺら,"また 枕 が とても 枕 と は 言え ない 程 ぺらぺら に 薄く て 無理矢理 半分 に 折っ て 使い まし た ', 
",1
ぺらぺら,"前回 泊まっ た 宿 より 高かっ た のに 部屋 は 狭い です し 、 べ っ どの まっ と が ぺらぺら で 寝心地 が 今ひとつ でし た ', 
",1
ぺらぺら,"めいん の すき 焼 は 、 超 浅い 鍋 に ぺらぺら の 肉 3 枚 、 野菜 ちょろちょろ ', 
",1
ぺらぺら,"ち ぇっくいんの 手続き を し てる 時 に ふろ ん と の 方 同士 で ぺらぺら おしゃべり … 接客 態度 が 悪い ！ 街 の 中 に ある と は いえ 外 から 朝方 まで 馬鹿騒ぎ が 聞こえ まったく 寝 れ ない 今 まで いろんな ほてる 泊まり まし た が あ ぱほてる 栄 は 最低 れ べ る でし た ', 
",1
ぺらぺら,"枕 が ぺらぺら 過ぎる ', 
",1
ぺらぺら,"仕事 で 全国 の あ ぱほてるに 泊まら せ て いただい て ます が 、 枕 が ぞうり の よう に ぺらぺら だっ た の は ここ が 初めて です ', 
",1
ぺらぺら,"祝い事 で の 利用 だ から 、 高い 出費 も 仕方 ない と 割り切っ て い た の です が 、 ば する ー む の 清掃 も 行き届い て い なく ( 黒 かび )、 ぺらぺら の 枕 に 加え て 、 ふろ ん と の 対応 が あまりに ひどい ', 
",1
